,level_0,index,name,brand,categories,price_max,price_min,ingredients,ingredients_list
68,677,440,Famous Amos Cookies,Famous Amos,"['Grocery', 'Cookies', ' Chips & Snacks', 'Chocolate Chip', 'Breads & Bakery', 'Snacks', ' Cookies Chips', 'Grocery & Gourmet Food', 'Cookies', 'Snack Foods', 'Chocolate Chip Cookies', 'Cookies & Crackers', 'Snacks', ' Cookies & Chips', 'Chips', ' Snacks & Cookies', 'Food']",16.95,3.98,"['whey protein concentrate.contains wheat', 'folic acid', 'whey', 'eggs', 'semisweet chocolate chips chocolate', 'sugar', 'dextrose', 'soy lecithin', 'flavor', 'salt', 'and flavors', 'whey protein concentrate.', 'enriched flour wheat flour', 'niacin', 'reduced iron', 'vitamin b thiamin mononitrate', 'vitamin b riboflavin', 'folic acid', 'semisweet chocolate sugar', 'chocolate', 'cocoa butter', 'soy lecithin', 'flavor', 'sugar', 'vegetable oil soybean', 'palm', 'and palm kernel', 'contains or less of molasses', 'salt', 'eggs', 'baking soda', 'and flavor', 'whey', 'whey protein concentrate.', 'riboflavin', 'enriched flour wheat flour', 'niacin', 'reduced iron', 'vitamin b thiamin mononitrate', 'vitamin b riboflavin', 'folic acid', 'contains or less of molasses', 'sugar', 'contains or less of molasses', 'and flavor', 'flavor', 'reduced iron', 'vegetable oil soybean', 'vegetable oil soybean', 'palm andor palm kernel oil with tbhq for freshness. contains or less of molasses', 'chocolate', 'cocoa butter', 'and palm kernel', 'enriched flour wheat flour', 'niacin', 'thiamin mononitrate', 'whey', 'eggs', 'sugar', 'salt', 'semisweet chocolate sugar', 'vitamin b riboflavin', 'palm and palm kernel', 'baking soda', 'enriched flour wheat flour', 'niacin', 'reduced iron', 'vitamin b thiamin mononitrate', 'vitamin b riboflavin', 'folic acid', 'semisweet chocolate chips chocolate', 'sugar', 'dextrose', 'soy lecithin', 'flavor', 'sugar', 'vegetable oil soybean', 'palm andor palm kernel oil with tbhq for freshness.contains or less of molasses', 'salt', 'eggs', 'baking soda', 'and flavors', 'whey.', 'vitamin b thiamin mononitrate', 'palm', 'soy lecithin', 'baking soda', 'egg and milk ingredients. may contain tree nuts.', 'soy']","['wheyproteinconcentratecontainswheat', 'folicacid', 'whey', 'eggs', 'semisweetchocolatechipschocolate', 'sugar', 'dextrose', 'soylecithin', 'flavor', 'salt', 'andflavors', 'wheyproteinconcentrate', 'enrichedflourwheatflour', 'niacin', 'reducediron', 'vitaminbthiaminmononitrate', 'vitaminbriboflavin', 'folicacid', 'semisweetchocolatesugar', 'chocolate', 'cocoabutter', 'soylecithin', 'flavor', 'sugar', 'vegetableoilsoybean', 'palm', 'andpalmkernel', 'containsorlessofmolasses', 'salt', 'eggs', 'bakingsoda', 'andflavor', 'whey', 'wheyproteinconcentrate', 'riboflavin', 'enrichedflourwheatflour', 'niacin', 'reducediron', 'vitaminbthiaminmononitrate', 'vitaminbriboflavin', 'folicacid', 'containsorlessofmolasses', 'sugar', 'containsorlessofmolasses', 'andflavor', 'flavor', 'reducediron', 'vegetableoilsoybean', 'vegetableoilsoybean', 'palm oil', 'chocolate', 'cocoabutter', 'andpalmkernel', 'enrichedflourwheatflour', 'niacin', 'thiaminmononitrate', 'whey', 'eggs', 'sugar', 'salt', 'semisweetchocolatesugar', 'vitaminbriboflavin', 'palmandpalmkernel', 'bakingsoda', 'enrichedflourwheatflour', 'niacin', 'reducediron', 'vitaminbthiaminmononitrate', 'vitaminbriboflavin', 'folicacid', 'semisweetchocolatechipschocolate', 'sugar', 'dextrose', 'soylecithin', 'flavor', 'sugar', 'vegetableoilsoybean', 'palm oil', 'salt', 'eggs', 'bakingsoda', 'andflavors', 'whey', 'vitaminbthiaminmononitrate', 'palm', 'soylecithin', 'bakingsoda', 'eggandmilkingredientsmaycontaintreenuts', 'soy']"
69,690,1124,Rip Van Wafels Dutch Caramel and Vanilla Mini Stroopwafels - Low Carb Snacks (3g Net Carbs) - Non GMO Snack - Keto Friendly - Office Snacks - Low Calorie Snack (34 Calories) - Low Sugar (1g) - 32 Count,Rip van Wafels,"['Grocery & Gourmet Food', 'Cookies', 'Wafers', 'Breads & Bakery']",26.87,15.99,"['chicory root fiber', 'wheat flour', 'palm fruit oil', 'butter', 'cane sugar', 'chickpea flour', 'vegetable glycerin', 'eggs', 'sea salt', 'vanilla extract', 'sunflower lecithin', 'oat fiber', 'baking soda', 'monkfruit extract sustainably sourced']","['chicoryrootfiber', 'wheatflour', 'palm oil', 'butter', 'canesugar', 'chickpeaflour', 'vegetableglycerin', 'eggs', 'seasalt', 'vanillaextract', 'sunflowerlecithin', 'oatfiber', 'bakingsoda', 'monkfruitextractsustainablysourced']"
70,691,9117,"Combos Snacks, 6.3 OZ",Combos,"['Household & Grocery', 'Food & Snacks', 'Salted Snacks']",2.79,2.79,"['blue lake', 'corn oil andor hydrogenated palm oil', 'yeast extract', 'whey', 'flavor', 'palm oil', 'salt', 'wheat flour', 'vegetable oil palm kernel oil', 'sugar', 'enzymes', 'buttermilk', 'high fructose corn syrup', 'citric acid.', 'wheat flour', 'vegetable oil palm kernel oil', 'palm oil', 'corn oil andor hydrogenated palm oil', 'whey', 'maltodextrin', 'sugar', 'food starchmodified', 'salt', 'less than . bakers amp cheddar cheese milk', 'cultures', 'salt', 'enzymes', 'leavening baking soda', 'sodium acid pyrophosphate', 'dextrose', 'high fructose corn syrup', 'soy lecithin', 'coloring yellow lake', 'yellow lake', 'blue lake', 'hydrolyzed corn gluten', 'flavor', 'lactic acid', 'yeast extract', 'lactose', 'buttermilk', 'citric acid.', 'yellow lake', 'lactic acid', 'food starchmodified', 'cultures', 'coloring yellow lake', 'dextrose', 'less than . bakers cheddar cheese milk', 'lactose', 'maltodextrin', 'sodium acid pyrophosphate', 'hydrolyzed corn gluten', 'leavening baking soda', 'soy lecithin']","['bluelake', 'palm oil', 'yeastextract', 'whey', 'flavor', 'palm oil', 'salt', 'wheatflour', 'palm oil', 'sugar', 'enzymes', 'buttermilk', 'highfructosecornsyrup', 'citricacid', 'wheatflour', 'palm oil', 'palm oil', 'palm oil', 'whey', 'maltodextrin', 'sugar', 'foodstarchmodified', 'salt', 'lessthanbakersampcheddarcheesemilk', 'cultures', 'salt', 'enzymes', 'leaveningbakingsoda', 'sodiumacidpyrophosphate', 'dextrose', 'highfructosecornsyrup', 'soylecithin', 'coloringyellowlake', 'yellowlake', 'bluelake', 'hydrolyzedcorngluten', 'flavor', 'lacticacid', 'yeastextract', 'lactose', 'buttermilk', 'citricacid', 'yellowlake', 'lacticacid', 'foodstarchmodified', 'cultures', 'coloringyellowlake', 'dextrose', 'lessthanbakerscheddarcheesemilk', 'lactose', 'maltodextrin', 'sodiumacidpyrophosphate', 'hydrolyzedcorngluten', 'leaveningbakingsoda', 'soylecithin']"
71,695,9972,General Mills Cinnamon Toast Crunch Milk N' Cereal Bars,General Mills,"['Breakfast Foods', 'Grocery & Gourmet Food', 'Breakfast Cereal', 'Breakfast & Cereal Bars', 'Cereal', 'Cereal Bars Breakfast Bars', 'Food']",74.65,13.49,"['cereal whole grain wheat', 'rice flour', 'sugar', 'maltodextrin', 'canola oil', 'dextrose', 'salt', 'trisodium phosphate', 'caramel color. vitamins and minerals calcium carbonate', 'zinc and iron mineral nutrients', 'a b vitamin niacinamide', 'vitamin b pyridoxine hydrochloride', 'vitamin b riboflavin', 'a b vitamin folic acid', 'milk filling sugar', 'palm kernel and palm oil', 'lactose', 'nonfat milk', 'dried sweetened condensed milk sugar', 'milk', 'monoglycerides', 'soy lecithin', 'salt', 'and flavor. tbhq', 'ascorbic acid', 'citric acid', 'and tocopherols added to retain freshness', 'corn syrup', 'crisp rice rice flour', 'sugar', 'barley malt extract', 'salt', 'caramel color. bht and mixed tocopherols added to retain freshness', 'soy flour', 'high fructose corn syrup', 'fructose', 'maltodextrin. contains or less of isolated soy protein', 'vegetable glycerin', 'sugar', 'palm oil', 'tricalcium phosphate', 'rice bran andor canola oil', 'sorbitol', 'cinnamon', 'soy lecithin', 'gelatin', 'vitamin c', 'iron and zinc', 'salt', 'caramel', 'annatto extract', 'vitamin a', 'a b vitamin', 'flavor', 'vitamin d', 'vitamin b', 'vitamin b', 'vitamin b', 'a b vitamin', 'vitamin b. bht added to retain freshness.']","['cerealwholegrainwheat', 'riceflour', 'sugar', 'maltodextrin', 'canolaoil', 'dextrose', 'salt', 'trisodiumphosphate', 'caramelcolorvitaminsandmineralscalciumcarbonate', 'zincandironmineralnutrients', 'abvitaminniacinamide', 'vitaminbpyridoxinehydrochloride', 'vitaminbriboflavin', 'abvitaminfolicacid', 'milkfillingsugar', 'palm oil', 'lactose', 'nonfatmilk', 'driedsweetenedcondensedmilksugar', 'milk', 'monoglycerides', 'soylecithin', 'salt', 'andflavortbhq', 'ascorbicacid', 'citricacid', 'andtocopherolsaddedtoretainfreshness', 'cornsyrup', 'crispricericeflour', 'sugar', 'barleymaltextract', 'salt', 'caramelcolorbhtandmixedtocopherolsaddedtoretainfreshness', 'soyflour', 'highfructosecornsyrup', 'fructose', 'maltodextrincontainsorlessofisolatedsoyprotein', 'vegetableglycerin', 'sugar', 'palm oil', 'tricalciumphosphate', 'ricebranandorcanolaoil', 'sorbitol', 'cinnamon', 'soylecithin', 'gelatin', 'vitaminc', 'ironandzinc', 'salt', 'caramel', 'annattoextract', 'vitamina', 'abvitamin', 'flavor', 'vitamind', 'vitaminb', 'vitaminb', 'vitaminb', 'abvitamin', 'vitaminbbhtaddedtoretainfreshness']"
72,701,975,Hersheys Jolly Rancher Fruit Chews,Jolly Rancher,"['Grocery', 'Jelly Beans & Gummy Candy', 'Halloween Candy Corn Fruit Candy', 'Seasonal Grocery', 'Halloween Candy Treats', 'Candy & Gum', 'Food & Grocery', 'Fruit Snacks', 'Grocery & Gourmet Food', 'Halloween Candy', 'Candy & Chocolate', 'Sour Candy', 'Gummy Candy', 'Snacks', ' Cookies & Chips', 'Food']",18.85,9.48,"['sugar corn syrup palm oil contains or less of malic acid gelatin and flavor glyceryl monostearate color cornstarch soy lecithin.', 'blue', 'yellow', 'glyceryl monostearate', 'color red', 'palm oil', 'lecithin', 'corn syrup', 'gelatin', 'flavor and flavor', 'contains or less of malic acid', 'cornstarch', 'sugar', 'yellow']","['palm oil', 'blue', 'yellow', 'glycerylmonostearate', 'colorred', 'palm oil', 'lecithin', 'cornsyrup', 'gelatin', 'flavorandflavor', 'containsorlessofmalicacid', 'cornstarch', 'sugar', 'yellow']"
73,702,561,Pepperidge Farm Limited Edition Milano Banana Chocolate Cookies 7oz,Milano,"['Cookies', ' Chips & Snacks', 'Snacks', ' Cookies Chips', 'Grocery & Gourmet Food', 'Food & Beverage Deals', 'Food & Beverage Ways To Shop', 'Cookies', 'Food & Beverage', 'Chocolate', 'Breads & Bakery', 'Shop All Cookies', 'Snacks', ' Cookies & Chips', 'Food']",9.98,2.98,"['unbleached enriched wheat flour flour', 'folic acid', 'vanilla extract', 'whole milk powder', 'eggs', 'salt', 'milk chocolate sugar', 'sugar', 'contains percent or less of cornstarch', 'chocolate liquor', 'skim milk powder', 'reduced iron', 'unbleached enriched wheat flour flour', 'niacin', 'reduced iron', 'thiamine mononitrate vitamin b', 'riboflavin vitamin b', 'folic acid', 'sugar', 'vegetable oils palm kernel', 'palm andor interesterified and hydrogenated soybean', 'semi sweet chocolate sugar', 'chocolate liquor', 'chocolate liquor processed with alkali dutched', 'cocoa butter', 'butter oil', 'soy lecithin', 'vanilla extract', 'eggs', 'contains percent or less of cornstarch', 'reduced mineral whey powder', 'nonfat milk', 'whole milk powder', 'egg whites', 'salt', 'soy lecithin', 'flavors', 'baking soda', 'vanilla extract and beta carotene for color.', 'chocolate liquor processed with alkali dutched', 'and leavening .', 'riboflavin vitamin b', 'cocoa butter', 'niacin', 'flavors', 'egg whites', 'nonfat milk', 'reduced mineral whey powder', 'thiamine mononitrate vitamin b', 'vegetable oils palm kernel', 'soy lecithin', 'palm andor interesterified and hydrogenated soybean andor hydrogenated cottonseed', 'annatto for']","['unbleachedenrichedwheatflourflour', 'folicacid', 'vanillaextract', 'wholemilkpowder', 'eggs', 'salt', 'milkchocolatesugar', 'sugar', 'containspercentorlessofcornstarch', 'chocolateliquor', 'skimmilkpowder', 'reducediron', 'unbleachedenrichedwheatflourflour', 'niacin', 'reducediron', 'thiaminemononitratevitaminb', 'riboflavinvitaminb', 'folicacid', 'sugar', 'palm oil', 'palmandorinteresterifiedandhydrogenatedsoybean', 'semisweetchocolatesugar', 'chocolateliquor', 'chocolateliquorprocessedwithalkalidutched', 'cocoabutter', 'butteroil', 'soylecithin', 'vanillaextract', 'eggs', 'containspercentorlessofcornstarch', 'reducedmineralwheypowder', 'nonfatmilk', 'wholemilkpowder', 'eggwhites', 'salt', 'soylecithin', 'flavors', 'bakingsoda', 'vanillaextractandbetacaroteneforcolor', 'chocolateliquorprocessedwithalkalidutched', 'andleavening', 'riboflavinvitaminb', 'cocoabutter', 'niacin', 'flavors', 'eggwhites', 'nonfatmilk', 'reducedmineralwheypowder', 'thiaminemononitratevitaminb', 'palm oil', 'soylecithin', 'palmandorinteresterifiedandhydrogenatedsoybeanandorhydrogenatedcottonseed', 'annattofor']"
74,709,405,Oreo Cookies and Creme Chocolate Candy bar,Milka,"['Grocery & Gourmet Food', 'Candy & Chocolate', 'Candy & Chocolate Bars']",24.99,24.99,"['sugar', 'palm oil', 'cocoa butter', 'whey', 'wheat flour', 'nonfat milk', 'milkfat', 'contains less than of soy lecithin', 'wheat starch', 'cocoa', 'glucosefructose syrup glucose syrup', 'high fructose corn syrup', 'salt', 'potassium bicarbonate', 'baking soda', 'and flavor', 'sunflower lecithin. tree nuts.']","['sugar', 'palm oil', 'cocoabutter', 'whey', 'wheatflour', 'nonfatmilk', 'milkfat', 'containslessthanofsoylecithin', 'wheatstarch', 'cocoa', 'glucosefructosesyrupglucosesyrup', 'highfructosecornsyrup', 'salt', 'potassiumbicarbonate', 'bakingsoda', 'andflavor', 'sunflowerlecithintreenuts']"
75,710,3562,Jimmy Dean,Jimmy Dean - Frozen,"['Breakfast Foods', 'Grocery & Gourmet Food', 'Sandwiches', 'Frozen', 'Fresh Food', 'Deli', 'Food']",9.68,9.68,"['water', 'buttermilk. contains or less of each of the following isolated soy product', 'datem', 'monosodium glutamate', 'riboflavin', 'folic acid', 'and flavors', 'malted barley flour', 'spices', 'monosodium glutamate', 'palm oil', 'monocalcium phosphate', 'thiamin mononitrate', 'potassium sorbate', 'palm oil', 'soy flour. fully cooked pork and chicken sausage patty pork', 'soy flour.fully cooked pork and chicken sausage patty pork', 'citric acid', 'water', 'citric acid', 'maltodextrin', 'xanthan gum', 'mechanically separated chicken', 'contains or less salt', 'caramel color.', 'xanthan gum', 'mechanically separated chicken', 'niacin', 'lactic acid', 'dextrose', 'sugar', 'datem', 'malted barley flour', 'acidic sodium aluminum phosphate', 'colored with', 'pork stock', 'spices', 'baking soda', 'soy lecithin', 'niacin', 'milk', 'riboflavin', 'potassium sorbate', 'sodium phosphate', 'dextrose', 'caramel color. contains wheat', 'soy protein concentrate', 'iron', 'acidic sodium aluminum phosphate', 'biscuit enriched bleached flour wheat flour', 'colored with', 'and flavors', 'salt', 'soy lecithin', 'sodium phosphate', 'sugar', 'buttermilk', 'folic acid', 'lactic acid', 'monocalcium phosphate', 'iron', 'soy protein concentrate', 'pork stock', 'salt', 'biscuit enriched bleached flour wheat flour', 'malted barley flour', 'niacin', 'iron', 'thiamin mononitrate', 'riboflavin', 'folic acid', 'water', 'palm oil', 'buttermilk. contains or less of each of the following isolated soy product', 'sugar', 'baking soda', 'dextrose', 'salt', 'acidic sodium aluminum phosphate', 'monocalcium phosphate', 'lactic acid', 'datem', 'potassium sorbate', 'maltodextrin', 'and flavors', 'colored with', 'xanthan gum', 'soy lecithin', 'soy flour. fully cooked pork and chicken sausage patty pork', 'mechanically separated chicken', 'water', 'soy protein concentrate', 'contains or less salt', 'pork stock', 'spices', 'dextrose', 'sodium phosphate', 'sugar', 'monosodium glutamate', 'citric acid', 'caramel color.', 'contains or less salt', 'biscuit enriched bleached flour wheat flour', 'baking soda', 'maltodextrin', 'soy', 'thiamin mononitrate', 'contains or less or each of the following isolated soy product']","['water', 'buttermilkcontainsorlessofeachofthefollowingisolatedsoyproduct', 'datem', 'monosodiumglutamate', 'riboflavin', 'folicacid', 'andflavors', 'maltedbarleyflour', 'spices', 'monosodiumglutamate', 'palm oil', 'monocalciumphosphate', 'thiaminmononitrate', 'potassiumsorbate', 'palm oil', 'soyflourfullycookedporkandchickensausagepattypork', 'soyflourfullycookedporkandchickensausagepattypork', 'citricacid', 'water', 'citricacid', 'maltodextrin', 'xanthangum', 'mechanicallyseparatedchicken', 'containsorlesssalt', 'caramelcolor', 'xanthangum', 'mechanicallyseparatedchicken', 'niacin', 'lacticacid', 'dextrose', 'sugar', 'datem', 'maltedbarleyflour', 'acidicsodiumaluminumphosphate', 'coloredwith', 'porkstock', 'spices', 'bakingsoda', 'soylecithin', 'niacin', 'milk', 'riboflavin', 'potassiumsorbate', 'sodiumphosphate', 'dextrose', 'caramelcolorcontainswheat', 'soyproteinconcentrate', 'iron', 'acidicsodiumaluminumphosphate', 'biscuitenrichedbleachedflourwheatflour', 'coloredwith', 'andflavors', 'salt', 'soylecithin', 'sodiumphosphate', 'sugar', 'buttermilk', 'folicacid', 'lacticacid', 'monocalciumphosphate', 'iron', 'soyproteinconcentrate', 'porkstock', 'salt', 'biscuitenrichedbleachedflourwheatflour', 'maltedbarleyflour', 'niacin', 'iron', 'thiaminmononitrate', 'riboflavin', 'folicacid', 'water', 'palm oil', 'buttermilkcontainsorlessofeachofthefollowingisolatedsoyproduct', 'sugar', 'bakingsoda', 'dextrose', 'salt', 'acidicsodiumaluminumphosphate', 'monocalciumphosphate', 'lacticacid', 'datem', 'potassiumsorbate', 'maltodextrin', 'andflavors', 'coloredwith', 'xanthangum', 'soylecithin', 'soyflourfullycookedporkandchickensausagepattypork', 'mechanicallyseparatedchicken', 'water', 'soyproteinconcentrate', 'containsorlesssalt', 'porkstock', 'spices', 'dextrose', 'sodiumphosphate', 'sugar', 'monosodiumglutamate', 'citricacid', 'caramelcolor', 'containsorlesssalt', 'biscuitenrichedbleachedflourwheatflour', 'bakingsoda', 'maltodextrin', 'soy', 'thiaminmononitrate', 'containsorlessoreachofthefollowingisolatedsoyproduct']"
76,716,6015,"Gold Emblem Almond Cashew Pistachio Nut Bites, 4 OZ",CVS Gold Emblem,"['Household & Grocery', 'Food & Snacks', 'Salted Snacks']",4.09,3.99,"['sea salt', 'palm oil', 'cashews', 'sunflower oil', 'almonds', 'pistachios', 'pumpkin seeds', 'sugar', 'brown rice syrup']","['seasalt', 'palm oil', 'cashews', 'sunfloweroil', 'almonds', 'pistachios', 'pumpkinseeds', 'sugar', 'brownricesyrup']"
77,719,2284,Balance Bar,BALANCE Bar,"['Energy Bars Snack Bars', 'Health', 'Breakfast Bars', 'Breakfast Foods', 'Snacks', ' Cookies Chips', 'Sports Nutritional Supplements', 'Grocery & Gourmet Food', 'Health', ' Household & Baby Care', 'Granola Bars', 'Breakfast & Cereal', 'Breakfast & Cereal Bars', 'Active Nutrition', 'Snack Bars', 'Food']",13.99,6.99,"['water', 'calcium caseinate', 'sunflower oil', 'invert evaporated cane syrup', 'chicory root fiber', 'whey. vitamins and minerals calcium carbonate', 'casein', 'soy protein isolate', 'chicory root fiber', 'whey protein isolate', 'tapioca starch', 'alphatocopherol acetate', 'cholecalciferol.', 'water', 'maltodextrin', 'cholecalciferol.', 'calcium caseinate', 'cocoa', 'sugar', 'ascorbic acid', 'tapioca syrup', 'tapioca syrup', 'flavor', 'alphatocopherol acetate', 'soy lecithin', 'whey protein isolate', 'coconut', 'calcium phosphate', 'ascorbic acid', 'salt', 'soy lecithin', 'whey. vitamins and minerals calcium carbonate', 'casein', 'fractionated palm kernel oil', 'tapioca starch', 'sugar', 'cocoa', 'soy protein isolate', 'invert evaporated cane syrup', 'coconut', 'salt', 'fractionated palm kernel oil', 'sunflower oil', 'maltodextrin', 'vitamin a acetate', 'flavor', 'the perfect ious glutenfree snack for cocoa nuts and coconut lovers alike indulge in this temptingly tasty treat while nourishing your body with ious protein and fiber. thats what we call balance.', 'vitamin a acetate', 'calcium phosphate']","['water', 'calciumcaseinate', 'sunfloweroil', 'invertevaporatedcanesyrup', 'chicoryrootfiber', 'wheyvitaminsandmineralscalciumcarbonate', 'casein', 'soyproteinisolate', 'chicoryrootfiber', 'wheyproteinisolate', 'tapiocastarch', 'alphatocopherolacetate', 'cholecalciferol', 'water', 'maltodextrin', 'cholecalciferol', 'calciumcaseinate', 'cocoa', 'sugar', 'ascorbicacid', 'tapiocasyrup', 'tapiocasyrup', 'flavor', 'alphatocopherolacetate', 'soylecithin', 'wheyproteinisolate', 'coconut', 'calciumphosphate', 'ascorbicacid', 'salt', 'soylecithin', 'wheyvitaminsandmineralscalciumcarbonate', 'casein', 'palm oil', 'tapiocastarch', 'sugar', 'cocoa', 'soyproteinisolate', 'invertevaporatedcanesyrup', 'coconut', 'salt', 'palm oil', 'sunfloweroil', 'maltodextrin', 'vitaminaacetate', 'flavor', 'theperfectiousglutenfreesnackforcocoanutsandcoconutloversalikeindulgeinthistemptinglytastytreatwhilenourishingyourbodywithiousproteinandfiberthatswhatwecallbalance', 'vitaminaacetate', 'calciumphosphate']"
78,723,9237,Betty Crocker Banana Nut Muffin Mix - 6.4 oz,Betty Crocker,"['Grocery', 'Cooking & Baking', 'Muffins', 'Grocery & Gourmet Food', 'Baking Mixes', 'Amazon Fresh', 'Pantry Staples', 'Baking', 'All Baking Mixes', 'Food']",60.55,0.94,"['datem', 'sodium stearoyl lactylate', 'dried egg whites', 'sodium aluminum phosphate', 'color', 'riboflavin', 'folic acid', 'cellulose gum', 'malted barley flour', 'and flavor. freshness preserved by bht.', 'soy flour', 'palm oil', 'mono and diglycerides', 'corn syrup', 'sodium aluminum phosphate', 'enriched flour bleached wheat flour', 'niacin', 'iron', 'thiamin mononitrate', 'riboflavin', 'folic acid', 'sugar', 'corn syrup', 'dextrose', 'palm oil', 'walnuts', 'leavening baking soda', 'sodium aluminum phosphate', 'modified corn starch', 'toasted wheat germ', 'salt', 'egg white', 'propylene glycol monoesters of fatty acids', 'mono and diglycerides', 'soy lecithin', 'datem', 'whey', 'added', 'sodium stearoyl lactylate', 'sodium caseinate', 'xanthan gum', 'cellulose gum', 'and flavor. freshness preserved by bht.', 'leavening baking soda', 'sodium aluminum phosphate', 'walnuts', 'partially hydrogenated soybean andor cottonseed oil', 'flavor', 'xanthan gum', 'niacin', 'vegetable oil', 'dextrose', 'toasted defatted wheat germ', 'freshness preserved by bht.', 'datem', 'and flavor. freshness preserved by bht.', 'nonfat milk', 'mono and diglycerides', 'leavening baking soda', 'soy lecithin', 'baking soda', 'propylene glycol monoesters of fatty acids', 'enriched flour bleached wheat flour', 'corn starch', 'freshness preserved by bht.', 'iron', 'egg white', 'palm kernel oil', 'dried banana flakes', 'salt', 'propylene glycol monoesters of fatty acids', 'added', 'sugar', 'toasted wheat germ', 'monoglycerides', 'and flavor', 'sodium stearoyl lactylatesodium caseinate', 'modified corn starch', 'corn syrup solids', 'walnut pieces', 'whey powder', 'enriched flour bleached wheat flour', 'malted barley flour', 'niacin', 'iron', 'thiamin mononitrate', 'riboflavin', 'folic acid', 'sugar', 'corn syrup', 'dextrose', 'vegetable oil', 'walnuts', 'leavening baking soda', 'sodium aluminum phosphate', 'modified corn starch', 'toasted wheat germ', 'salt', 'egg white', 'nonfat milk', 'propylene glycol monoesters of fatty acids', 'mono and diglycerides', 'datem', 'soy lecithin', 'added', 'sodium stearoyl lactylate', 'xanthan gum', 'cellulose gum', 'and flavor', 'freshness preserved by bht.', 'enriched flour bleached wheat flour', 'malted barley flour', 'niacin', 'iron', 'thiamin mononitrate', 'riboflavin', 'folic acid', 'thiamin mononitrate', 'sodium caseinate']","['datem', 'sodiumstearoyllactylate', 'driedeggwhites', 'sodiumaluminumphosphate', 'color', 'riboflavin', 'folicacid', 'cellulosegum', 'maltedbarleyflour', 'andflavorfreshnesspreservedbybht', 'soyflour', 'palm oil', 'monoanddiglycerides', 'cornsyrup', 'sodiumaluminumphosphate', 'enrichedflourbleachedwheatflour', 'niacin', 'iron', 'thiaminmononitrate', 'riboflavin', 'folicacid', 'sugar', 'cornsyrup', 'dextrose', 'palm oil', 'walnuts', 'leaveningbakingsoda', 'sodiumaluminumphosphate', 'modifiedcornstarch', 'toastedwheatgerm', 'salt', 'eggwhite', 'propyleneglycolmonoestersoffattyacids', 'monoanddiglycerides', 'soylecithin', 'datem', 'whey', 'added', 'sodiumstearoyllactylate', 'sodiumcaseinate', 'xanthangum', 'cellulosegum', 'andflavorfreshnesspreservedbybht', 'leaveningbakingsoda', 'sodiumaluminumphosphate', 'walnuts', 'partiallyhydrogenatedsoybeanandorcottonseedoil', 'flavor', 'xanthangum', 'niacin', 'vegetableoil', 'dextrose', 'toasteddefattedwheatgerm', 'freshnesspreservedbybht', 'datem', 'andflavorfreshnesspreservedbybht', 'nonfatmilk', 'monoanddiglycerides', 'leaveningbakingsoda', 'soylecithin', 'bakingsoda', 'propyleneglycolmonoestersoffattyacids', 'enrichedflourbleachedwheatflour', 'cornstarch', 'freshnesspreservedbybht', 'iron', 'eggwhite', 'palm oil', 'driedbananaflakes', 'salt', 'propyleneglycolmonoestersoffattyacids', 'added', 'sugar', 'toastedwheatgerm', 'monoglycerides', 'andflavor', 'sodiumstearoyllactylatesodiumcaseinate', 'modifiedcornstarch', 'cornsyrupsolids', 'walnutpieces', 'wheypowder', 'enrichedflourbleachedwheatflour', 'maltedbarleyflour', 'niacin', 'iron', 'thiaminmononitrate', 'riboflavin', 'folicacid', 'sugar', 'cornsyrup', 'dextrose', 'vegetableoil', 'walnuts', 'leaveningbakingsoda', 'sodiumaluminumphosphate', 'modifiedcornstarch', 'toastedwheatgerm', 'salt', 'eggwhite', 'nonfatmilk', 'propyleneglycolmonoestersoffattyacids', 'monoanddiglycerides', 'datem', 'soylecithin', 'added', 'sodiumstearoyllactylate', 'xanthangum', 'cellulosegum', 'andflavor', 'freshnesspreservedbybht', 'enrichedflourbleachedwheatflour', 'maltedbarleyflour', 'niacin', 'iron', 'thiaminmononitrate', 'riboflavin', 'folicacid', 'thiaminmononitrate', 'sodiumcaseinate']"
79,732,7216,"Rolo Creamy Caramels Wrapped in Rich Chocolate Candy, 7.6 OZ",Rolo,"['Household & Grocery', 'Candy', 'Chocolates']",4.79,4.79,"['rolo creamy caramels wrapped in rich chocolate candy sugar corn syrup high fructose corn syrup skim milk vegetable oil palm oil shea oil sunflower oil palm kernel oil andor safflower oil hydrogenated vegetable oil palm kernel oil soybean oil chocolate contains or less of lactose salt lecithin pgpr vanillin', 'flavor baking soda']","['palm oil', 'flavorbakingsoda']"
